lat	lon	hit
42.69102	-70.6317	1.0
43.00088	-70.74796	0.0
48.02851	-69.43325	1.0
38.55179	-121.6208	1.0
43.19441	-88.54822	1.0
44.50471	-81.11468	1.0
44.16053	-76.42364	1.0
48.32573	-123.63829	0.0
44.24944	-66.36884	0.0
48.37995	-123.86611	1.0
44.00676	-116.7721	1.0
44.63428	-123.09211	1.0
47.43788	-122.84111	1.0
38.9834	-94.80751	1.0
39.51609	-104.77927	1.0
40.5354	-105.01265	1.0
45.21468	-73.99679	0.0
45.0644	-74.2379	0.0
35.91839	-84.1103	0.0
34.74216	-118.20111	0.0
45.76369	-122.79488	0.0
39.53794	-95.1498	0.0
45.38414	-92.4777	0.0
44.72838	-89.97513	0.0
38.44431	-76.12324	1.0
36.6779	-75.9159	0.0
40.70501	-83.2818	1.0
38.94988	-76.23053	1.0
40.73708	-73.34062	0.0
40.16724	-74.02251	1.0
42.2956	-71.61575	0.0
42.19266	-71.0485	0.0
26.12603	-97.95592	1.0
29.60999	-94.55191	1.0
26.681	-80.3005	1.0
29.61484	-94.53444	1.0
28.66912	-81.56685	1.0
26.49896	-80.21475	0.0
29.81576	-81.30818	0.0
27.26161	-82.28747	0.0
28.66304	-80.77526	0.0
26.44767	-82.11113	1.0
34.18133	-118.49513	1.0
35.81023	-106.20063	1.0
32.55429	-117.08579	1.0
33.88545	-117.1041	0.0
29.6151	-82.32541	0.0
29.6151	-82.32541	0.0
34.79012	-118.11818	0.0
38.25884	-122.06195	0.0
20.98838	-86.83993	1.0
45.60036	-122.61525	1.0
30.12571	-84.14369	1.0
44.04501	-91.53624	1.0
28.66288	-80.72342	1.0
38.54837	-121.62663	1.0
28.66912	-81.56685	1.0
45.95298	-64.29692	1.0
47.66336	-122.07907	1.0
-12.22435	-76.98789	0.0
28.85798	-80.77659	1.0
33.27744	-88.79631	1.0
26.10616	-80.13187	1.0
21.687	-157.9531	1.0
26.8293	-82.26616	1.0
29.62309	-82.34322	0.0
26.14009	-97.17482	0.0
31.63771	-81.27181	0.0
26.17818	-81.80793	1.0
28.66288	-80.72342	0.0
26.40488	-81.89648	1.0
30.15157	-84.14733	1.0
28.65581	-80.66589	1.0
42.7639	-70.8023	1.0
-4.59366	-73.65996	0.0
29.59566	-95.07195	0.0
32.75931	-117.22061	1.0
29.30405	-98.4919	1.0
26.47617	-81.96738	1.0
38.17545	-75.87764	1.0
22.46392	-78.16197	1.0
27.68854	-82.5014	0.0
29.61546	-94.55305	1.0
33.54941	-117.70984	1.0
37.43623	-76.25234	1.0
45.47795	-73.75729	0.0
50.97444	-114.12154	1.0
45.64404	-73.82466	1.0
45.6796	-73.85128	1.0
63.7793	-171.72146	1.0
43.94012	-91.29948	1.0
46.12888	-72.60547	1.0
55.18543	-123.14335	1.0
46.769	-84.953	1.0
39.28637	-103.27354	1.0
40.85719	-104.63948	1.0
48.76055	-109.15542	1.0
46.08099	-79.23062	0.0
44.21675	-73.26623	0.0
40.46226	-73.9941	0.0
41.38698	-76.98907	0.0
30.35979	-97.73396	0.0
31.72515	-110.88011	0.0
9.78299	-84.61842	0.0
28.04297	-97.22428	0.0
38.60664	-90.25821	0.0
30.1766	-92.06337	0.0
30.49505	-97.72763	0.0
29.76033	-95.70944	0.0
33.88723	-84.44109	0.0
29.14056	-97.80154	0.0
28.4381	-82.45519	1.0
25.60561	-80.31012	0.0
27.07149	-99.38369	1.0
29.23668	-103.40332	1.0
31.92643	-110.05384	1.0
31.92143	-109.12421	1.0
46.86872	-117.15614	1.0
43.7705	-116.10489	0.0
48.71113	-122.19968	0.0
45.11864	-122.58494	0.0
38.9666	-120.95207	0.0
28.64351	-81.56369	1.0
38.56964	-121.76183	1.0
31.609	-111.0424	0.0
31.86581	-94.07634	0.0
28.66912	-81.56685	1.0
		0.0
		1.0
		1.0
		0.0
		1.0
37.66357	-90.65253	1.0
36.4323	-89.3367	1.0
44.24692	-73.03359	0.0
39.53637	-82.03548	0.0
22.85096	-82.91389	1.0
36.5303	-87.32344	1.0
41.50719	-76.95403	1.0
43.03649	-82.57573	1.0
41.88011	-83.68956	1.0
36.33775	-112.07523	1.0
37.79554	-119.86238	1.0
40.80465	-111.86451	0.0
34.1934	-118.17583	1.0
31.39045	-110.23925	1.0
28.36444	-109.0283	1.0
31.59482	-111.0473	1.0
31.70911	-110.80435	1.0
31.9042	-109.15616	0.0
49.45646	-123.70623	0.0
41.11404	-104.71772	0.0
43.59737	-110.87075	0.0
39.78079	-120.87186	1.0
42.13184	-75.99904	1.0
42.10169	-75.97672	0.0
39.32132	-76.64419	1.0
44.13294	-88.28613	0.0
29.75761	-93.60228	0.0
26.09876	-97.1674	0.0
36.54936	-78.83438	1.0
34.06179	-112.15651	0.0
17.04705	-89.06098	0.0
30.619	-98.07289	0.0
36.44783	-87.48177	1.0
40.73304	-88.67976	1.0
43.33919	-84.0258	1.0
-32.20389	-64.41028	0.0
42.92774	-78.86099	0.0
36.32115	-88.21696	1.0
30.2182	-97.64581	1.0
23.39406	-110.2125	0.0
14.00926	-87.00597	1.0
32.75283	-95.00627	1.0
28.06896	-81.06547	1.0
9.06163	-79.64953	1.0
40.03977	-105.14258	1.0
39.61784	-87.39152	0.0
43.17569	-87.89042	1.0
47.68153	-122.25055	1.0
39.18846	-74.85342	1.0
41.48505	-71.24273	1.0
42.06919	-70.23817	1.0
35.68212	-75.48277	0.0
27.61559	-82.73423	0.0
33.74579	-118.07695	1.0
26.49491	-98.37201	0.0
38.21256	-121.77006	1.0
26.28537	-97.66007	0.0
32.67671	-111.58502	0.0
36.85322	-121.81072	0.0
34.41583	-119.67334	0.0
36.85655	-121.81306	1.0
26.44693	-98.00643	0.0
27.2644	-82.55178	1.0
43.24963	-79.76454	0.0
26.45405	-82.11551	0.0
43.15232	-90.09004	0.0
33.66742	-117.33563	1.0
42.03897	-82.50913	0.0
32.41778	-96.46938	0.0
36.69313	-87.47029	1.0
49.07196	-122.95723	0.0
22.00998	-159.76795	0.0
21.28628	-157.67111	0.0
64.85408	-166.08479	0.0
21.28945	-157.8465	0.0
49.07305	-122.9485	0.0
38.22891	-122.59809	1.0
45.47739	-76.0668	0.0
27.75132	-82.62991	0.0
28.60818	-80.72891	0.0
28.66304	-80.77526	1.0
27.13583	-80.52953	0.0
50.66847	-121.98415	0.0
44.09083	-121.36445	1.0
36.58183	-118.28486	0.0
44.29824	-107.54255	1.0
37.2591	-80.4418	1.0
41.9283	-87.637	0.0
36.11359	-97.10629	0.0
40.15143	-79.01461	1.0
27.86606	-97.64273	1.0
10.21462	-84.67133	1.0
33.19395	-98.75434	1.0
31.9042	-109.15616	1.0
33.36145	-111.73395	1.0
33.17747	-115.6151	1.0
20.93299	-73.67316	1.0
26.69394	-78.97453	0.0
26.45405	-82.11551	1.0
47.68153	-122.25055	0.0
34.16323	-118.06414	0.0
45.53347	-122.71841	0.0
34.15904	-118.12634	1.0
34.21449	-118.24169	0.0
36.87232	-121.82015	1.0
33.52208	-101.8984	0.0
27.2644	-82.55178	0.0
39.99705	-105.11418	0.0
49.68007	-124.97919	1.0
32.93032	-96.44959	0.0
33.78314	-106.89285	0.0
36.59126	-82.02987	1.0
33.32666	-86.84468	0.0
39.3078	-120.76371	0.0
39.59389	-95.08043	0.0
37.58513	-121.69882	1.0
38.45419	-122.65085	0.0
33.01606	-117.01429	1.0
39.13427	-123.13041	1.0
33.7845	-118.34837	1.0
27.17341	-82.46638	1.0
28.53918	-80.67197	0.0
28.64502	-80.6826	0.0
28.6948	-80.71587	0.0
31.7405	-110.89374	0.0
31.73367	-110.88227	0.0
31.39045	-110.23925	0.0
31.52068	-109.0167	0.0
41.78571	-87.58296	0.0
37.7294	-122.5069	0.0
48.38838	-122.18396	0.0
32.75679	-117.2391	0.0
40.93105	-124.12743	1.0
59.63582	-151.49653	1.0
42.697	-71.896	0.0
44.07216	-121.76779	1.0
43.44298	-112.81101	1.0
48.40196	-123.54573	0.0
33.33502	-99.50125	1.0
32.1091	-104.4711	1.0
25.87517	-100.06469	0.0
28.00453	-99.53441	1.0
41.2	-73.06667	0.0
43.80236	-72.18343	0.0
30.12308	-81.72747	1.0
41.36167	-74.43606	0.0
45.37694	-73.98186	0.0
33.95938	-109.50777	1.0
49.02389	-119.24554	1.0
39.4745	-119.86608	0.0
38.54937	-120.20572	1.0
43.45428	-124.22076	1.0
14.71526	-88.01351	1.0
14.92607	-87.89276	1.0
26.20841	-98.26574	1.0
26.22851	-97.34752	1.0
37.74903	-118.91142	1.0
37.38557	-118.17823	1.0
37.13071	-106.35995	1.0
41.19035	-105.24248	1.0
46.95583	-121.75102	1.0
49.87007	-96.00244	1.0
50.82047	-114.43258	0.0
56.33348	-120.13434	0.0
52.28092	-113.84131	1.0
43.71953	-116.85271	0.0
39.2037	-119.79264	0.0
47.63544	-114.15979	0.0
38.52719	-121.80349	1.0
38.59816	-121.31683	1.0
38.53612	-121.52337	1.0
38.56133	-121.39903	0.0
17.01556	-89.29955	1.0
21.57758	-105.14598	1.0
-4.39574	-79.88918	0.0
13.95777	-87.20264	1.0
36.17582	-97.07491	0.0
38.95739	-94.97395	0.0
31.13114	-87.89996	0.0
40.00013	-87.53498	0.0
31.93825	-82.28101	0.0
42.47514	-71.32951	0.0
41.72865	-70.43159	0.0
42.76075	-70.9151	1.0
44.14265	-75.4524	0.0
41.01025	-77.67412	0.0
29.18587	-102.96797	0.0
31.76334	-110.84588	0.0
32.1091	-104.4711	1.0
30.42699	-96.21182	0.0
32.26221	-97.71903	1.0
29.88467	-98.81855	1.0
31.9136	-109.1408	1.0
35.46365	-120.87082	1.0
39.53013	-74.31839	0.0
41.50707	-71.02362	0.0
42.7639	-70.8023	0.0
41.78923	-71.12523	0.0
42.7767	-70.80729	0.0
41.14674	-79.49881	0.0
38.98944	-87.16166	0.0
43.78383	-95.54587	0.0
46.18745	-84.31068	0.0
51.79894	-80.69204	0.0
51.79894	-80.69204	0.0
35.20734	-97.39732	1.0
32.93716	-79.63865	0.0
30.28479	-89.91565	0.0
41.33861	-71.87661	0.0
41.26199	-72.55482	0.0
38.35337	-75.93613	0.0
43.33777	-70.54971	1.0
40.46226	-73.9941	1.0
45.82669	-63.57692	0.0
50.54049	-113.70266	0.0
41.11578	-73.3306	1.0
41.71873	-102.43346	0.0
42.2928	-85.30832	0.0
28.66918	-81.56147	0.0
48.40011	-107.65135	0.0
40.31641	-74.74748	0.0
37.20039	-113.23412	0.0
32.18469	-112.93357	0.0
34.63174	-112.35512	0.0
32.14206	-110.67411	0.0
34.77025	-112.02642	0.0
26.51462	-99.1155	1.0
26.01923	-97.46521	1.0
26.1691	-98.38054	1.0
26.22851	-97.34752	1.0
26.12603	-97.95592	1.0
32.35913	-106.9879	0.0
35.38983	-103.42185	1.0
49.45806	-109.50775	1.0
30.50829	-97.76195	1.0
35.66981	-120.23769	1.0
31.49204	-110.99006	0.0
38.49597	-121.6941	0.0
43.16849	-87.8832	0.0
47.2994	-120.63878	1.0
39.09481	-77.40868	1.0
39.62458	-105.44387	0.0
31.86888	-109.18839	1.0
31.93575	-109.28051	0.0
31.93318	-109.2636	0.0
31.72515	-110.88011	0.0
31.7124	-110.8744	1.0
41.61134	-83.21362	0.0
43.40121	-70.39699	0.0
42.67121	-85.30055	0.0
42.5035	-76.43745	0.0
38.57132	-121.76113	1.0
46.78237	-121.34101	0.0
49.03268	-119.15836	0.0
30.36356	-98.12288	0.0
51.07393	-114.08755	0.0
35.32174	-120.84227	1.0
34.05072	-116.56938	1.0
42.28131	-83.72211	1.0
33.70265	-118.05074	1.0
36.71797	-120.83107	1.0
36.98152	-121.95889	1.0
34.33055	-118.44414	1.0
34.96511	-101.67126	1.0
29.74146	-99.7565	0.0
31.39045	-110.23925	0.0
34.60498	-112.41366	0.0
47.68153	-122.25055	0.0
49.1346	-123.8947	0.0
44.54404	-92.80736	0.0
34.07289	-101.11531	0.0
32.22985	-109.82432	1.0
37.6359	-102.5381	0.0
39.1246	-84.79102	1.0
40.2579	-80.1083	0.0
35.76981	-78.70693	1.0
40.58233	-73.91537	1.0
34.5	-80.21667	0.0
47.64659	-122.29097	1.0
50.67245	-121.94296	0.0
31.44652	-110.3096	1.0
36.81931	-121.73832	0.0
45.2032	-111.65709	1.0
39.94306	-104.7625	0.0
46.99141	-119.20562	1.0
29.5502	-98.23762	0.0
		0.0
		0.0
		0.0
		0.0
32.75074	-116.44453	1.0
31.58978	-108.76753	1.0
32.22741	-110.65068	1.0
33.10578	-116.82392	1.0
32.18433	-107.61108	1.0
47.32137	-97.72142	0.0
45.4971	-74.86585	0.0
50.53764	-111.80839	0.0
51.79894	-80.69204	0.0
16.92841	-96.37619	1.0
41.36765	-72.31632	0.0
37.96279	-91.78071	0.0
39.176	-84.528	0.0
39.23513	-84.77165	1.0
39.01058	-84.02575	1.0
37.13876	-89.98255	1.0
40.43925	-73.98693	1.0
32.24791	-96.09535	1.0
48.46818	-68.28271	1.0
39.02545	-76.8873	0.0
50.17338	-97.12463	0.0
30.46761	-97.77723	1.0
36.97908	-121.87436	1.0
38.27557	-120.97788	0.0
40.59362	-124.26061	1.0
36.53729	-121.9274	1.0
42.73234	-84.36401	1.0
60.72134	-135.17599	1.0
38.22338	-87.36418	1.0
47.6992	-122.14268	0.0
36.17582	-97.07491	1.0
33.73912	-96.77625	0.0
38.99691	-98.44945	1.0
39.21195	-96.50233	1.0
32.82976	-97.40063	0.0
29.22805	-94.91419	1.0
26.22851	-97.34752	0.0
30.18652	-97.62607	1.0
26.16961	-97.38393	0.0
29.18978	-99.13736	1.0
44.22582	-76.61208	1.0
43.40956	-66.01459	1.0
40.63056	-73.22444	1.0
44.25698	-83.44568	1.0
41.15608	-105.37207	1.0
43.9544	-119.82069	1.0
39.49343	-105.0919	0.0
34.68346	-115.40557	1.0
43.29511	-116.42737	0.0
42.4793	-71.1523	0.0
50.15066	-120.58422	0.0
35.85207	-119.63584	0.0
42.22273	-87.8121	0.0
44.74604	-93.00943	0.0
35.1385	-118.46092	1.0
40.7042	-77.96036	1.0
9.91421	-84.8691	1.0
26.41505	-81.90312	1.0
27.64819	-82.74977	1.0
26.44767	-82.11113	1.0
9.53105	-84.44707	1.0
61.21796	-149.75944	0.0
45.13563	-81.5612	1.0
51.68589	-120.01772	0.0
38.75972	-90.30452	1.0
50.14435	-116.94903	0.0
50.71207	-97.05288	1.0
49.92309	-97.08804	1.0
47.82023	-79.86438	1.0
46.36541	-79.48814	1.0
71.27572	-156.805	1.0
44.81365	-71.89009	0.0
49.45289	-120.51729	0.0
49.45158	-120.5301	0.0
48.39824	-71.91919	0.0
43.72781	-110.76585	1.0
46.69467	-121.10916	1.0
43.78292	-110.7248	1.0
40.53161	-121.56638	0.0
47.57664	-68.92055	1.0
45.08034	-78.75627	1.0
38.96139	-74.96083	1.0
38.82797	-94.94992	1.0
40.57468	-111.63662	1.0
40.58754	-111.64474	0.0
35.21013	-106.44917	0.0
35.21013	-106.44917	0.0
51.89419	-176.64436	0.0
49.88079	-119.14784	0.0
46.02595	-121.27608	0.0
50.62183	-126.93494	0.0
48.29919	-114.18154	1.0
48.65705	-121.68485	0.0
47.57875	-52.7317	1.0
50.82047	-114.43258	0.0
51.00992	-114.20777	1.0
60.61495	-134.95345	0.0
51.18518	-97.58704	1.0
51.00992	-114.20777	1.0
46.09645	-70.65328	0.0
48.36029	-79.0021	1.0
60.15945	-134.68685	1.0
44.76401	-71.73941	1.0
35.2103	-106.4487	1.0
46.25343	-95.76919	1.0
46.36643	-72.57779	0.0
44.90494	-116.10139	1.0
37.21171	-119.72136	1.0
33.36145	-111.73395	0.0
45.62706	-122.70149	1.0
34.26706	-118.38507	1.0
40.59238	-122.3775	1.0
43.05347	-76.00068	1.0
43.85308	-78.89605	0.0
43.22102	-123.42003	1.0
33.82865	-118.34328	0.0
42.6842	-70.75928	1.0
44.33645	-74.15246	1.0
44.73692	-85.61294	1.0
38.32565	-123.0422	1.0
37.996	-123.022	1.0
49.30633	-124.17827	0.0
48.37702	-123.52688	1.0
41.73539	-70.35121	0.0
42.8268	-70.818	0.0
38.93593	-74.94345	0.0
33.94179	-118.44275	0.0
38.50347	-76.50558	0.0
		0.0
		0.0
		1.0
		0.0
36.63738	-121.93575	1.0
57.58472	-152.44806	1.0
48.37149	-124.62829	0.0
48.59226	-123.0304	1.0
40.43925	-73.98693	1.0
-23.51426	-70.41751	0.0
39.75621	-74.11134	0.0
39.78929	-74.09712	1.0
36.17353	-86.82658	1.0
33.55501	-101.86399	1.0
40.46693	-75.22238	1.0
48.41365	-123.29973	0.0
39.82264	-104.86914	1.0
29.76033	-95.70944	1.0
30.19496	-99.3493	1.0
23.14355	-82.38068	1.0
18.48222	-66.88712	1.0
29.45611	-98.47611	1.0
38.55179	-121.6208	0.0
39.97834	-105.13204	0.0
43.49048	-121.68665	0.0
38.30817	-82.3514	0.0
50.39324	-105.16817	0.0
42.8892	-87.84881	0.0
44.0583	-123.0918	1.0
60.58422	-134.9442	0.0
40.67856	-75.83671	0.0
33.82911	-108.62665	0.0
48.08333	-123.13333	1.0
39.27418	-108.83961	1.0
42.51742	-123.36205	1.0
40.36259	-105.54256	1.0
40.28932	-75.86781	1.0
43.50467	-70.31164	1.0
43.71462	-79.34275	1.0
44.8117	-88.7262	1.0
41.18202	-73.89335	0.0
42.26136	-71.5942	1.0
42.33962	-72.55983	1.0
38.20828	-75.15256	1.0
43.55552	-88.63014	1.0
40.66028	-73.96895	1.0
41.53667	-74.51667	0.0
43.2772	-77.6522	1.0
42.30142	-114.01637	1.0
34.77014	-118.75216	0.0
33.866	-117.0516	1.0
43.60523	-116.69567	0.0
40.58391	-111.91618	1.0
39.52311	-118.57819	0.0
39.9256	-105.27627	1.0
31.45048	-110.26764	1.0
32.81784	-116.92442	1.0
37.78771	-122.47915	0.0
34.43325	-119.67645	1.0
33.9964	-117.37893	0.0
43.7782	-86.41094	1.0
40.63633	-75.39042	1.0
29.69841	-93.94818	0.0
41.77246	-91.73919	1.0
40.9876	-87.50564	1.0
25.60925	-100.35551	1.0
19.40186	-96.9937	1.0
19.52016	-96.94381	1.0
26.51486	-99.11621	0.0
26.0813	-98.13514	1.0
29.59289	-98.67998	0.0
23.65051	-109.92343	0.0
31.72515	-110.88011	1.0
32.23986	-109.81764	0.0
38.52034	-92.42817	0.0
32.1091	-104.4711	0.0
38.64029	-75.98675	1.0
41.55127	-84.8358	1.0
29.73647	-93.9007	0.0
13.98746	-86.97885	1.0
18.45209	-89.3066	0.0
15.36775	-90.47174	1.0
21.58229	-88.15711	0.0
26.14009	-97.17482	0.0
40.53738	-75.06992	1.0
33.5083	-79.0659	0.0
41.31843	-71.83157	0.0
28.88421	-82.59384	1.0
29.6151	-82.32541	0.0
36.95637	-76.25286	1.0
28.92764	-82.11731	1.0
27.8398	-82.6705	1.0
32.6033	-97.50142	0.0
8.96974	-79.53371	0.0
9.9468	-84.19828	0.0
20.74848	-105.38237	0.0
41.26199	-72.55482	0.0
41.68009	-85.26627	1.0
39.06475	-78.06447	0.0
36.04025	-80.30197	0.0
42.58064	-80.38576	0.0
38.52034	-92.42817	1.0
40.52385	-82.47179	1.0
42.92061	-74.08579	1.0
42.40361	-73.56944	1.0
34.56335	-82.9028	1.0
34.38976	-119.50551	0.0
40.46105	-120.28069	0.0
46.87353	-120.78821	0.0
47.61413	-114.1559	1.0
37.98718	-102.61856	1.0
49.11972	-116.63139	0.0
43.51817	-119.02057	0.0
46.07918	-120.10529	1.0
47.2212	-92.70092	1.0
48.0251	-98.8883	1.0
64.47765	-165.23632	0.0
47.9143	-119.38385	1.0
34.04876	-119.55631	0.0
29.97871	-81.65336	0.0
32.87115	-118.46292	0.0
43.29813	-88.34114	0.0
40.39945	-89.94189	1.0
39.199	-76.44	1.0
39.4643	-74.41761	0.0
48.49134	-68.49039	0.0
42.7639	-70.8023	1.0
36.14578	-119.5546	1.0
50.22482	-66.4115	1.0
38.35095	-120.95613	0.0
40.4252	-111.49126	0.0
37.49297	-122.15297	0.0
33.94639	-117.65061	0.0
36.84834	-121.8056	0.0
57.59318	-152.42979	0.0
37.9162	-122.38658	0.0
37.49754	-122.49061	0.0
61.20402	-149.90529	0.0
37.91855	-75.35133	0.0
47.43788	-122.84111	0.0
42.44693	-76.43754	0.0
39.06778	-86.40455	0.0
42.7639	-70.8023	0.0
55.36128	-131.71972	1.0
47.18779	-122.57601	1.0
48.44748	-122.4459	1.0
48.02589	-122.72067	0.0
47.26042	-122.41799	1.0
41.89174	-87.5991	0.0
46.22886	-60.22611	0.0
48.52901	-68.42914	0.0
44.64322	-63.30983	0.0
43.39382	-65.61915	0.0
36.53729	-121.9274	0.0
33.73923	-118.40204	0.0
36.6217	-121.90376	0.0
46.72908	-124.05806	0.0
48.46945	-68.51074	1.0
38.25833	-104.73696	1.0
70.1179	-145.84912	1.0
38.04232	-97.99669	0.0
36.83011	-75.96944	0.0
41.91975	-70.54283	0.0
40.7833	-74.10252	1.0
40.58233	-73.91537	0.0
48.49134	-68.49039	0.0
34.18665	-119.21295	0.0
35.65153	-121.21967	1.0
32.97464	-117.26798	0.0
36.63688	-121.93355	0.0
36.85324	-121.8078	0.0
47.18779	-122.57601	1.0
40.73971	-112.04372	0.0
49.0909	-122.97374	1.0
41.33862	-88.08652	1.0
49.66692	-124.89981	0.0
28.63773	-96.61126	0.0
28.04541	-82.70836	0.0
26.47617	-81.96738	0.0
27.2727	-82.56767	0.0
26.55054	-81.91259	0.0
29.06607	-96.1223	0.0
41.56473	-93.66729	1.0
39.09637	-104.21076	0.0
48.82917	-64.22275	0.0
48.14771	-69.15143	0.0
59.88429	-149.73026	1.0
36.90323	-76.09943	0.0
40.70257	-74.04935	0.0
29.97317	-84.34384	0.0
27.78487	-82.78516	1.0
43.04895	-76.73358	1.0
44.9702	-73.17894	1.0
42.9831	-88.61967	1.0
26.27097	-97.86745	1.0
43.03666	-118.77565	1.0
30.2122	-88.95424	0.0
