lat	lon	hit
13.86175	-89.67281	1.0
		1.0
		1.0
		1.0
33.79691	-85.00946	1.0
13.85842	-89.67599	0.0
		1.0
27.79183	-97.39954	1.0
		1.0
		0.0
		1.0
		1.0
34.82117	-111.81879	1.0
49.01452	-119.45544	1.0
		0.0
5.73351	-75.30407	0.0
31.43679	-110.27939	0.0
		1.0
		0.0
-20.13871	-45.24055	1.0
33.37743	-117.46162	1.0
		0.0
		1.0
36.49146	-112.16753	1.0
13.85958	-89.67333	0.0
42.64592	-70.86388	1.0
42.33503	-87.98125	1.0
		0.0
33.54091	-117.70469	0.0
6.31154	-75.57632	0.0
		1.0
		1.0
35.84069	-78.71109	1.0
29.42823	-99.75509	1.0
39.12122	-84.40013	0.0
		1.0
		1.0
		1.0
		1.0
		1.0
		0.0
		1.0
		1.0
		1.0
		1.0
47.53462	-122.39432	1.0
		0.0
		0.0
		1.0
		0.0
		1.0
42.7037	-70.77579	0.0
		0.0
		0.0
		1.0
		1.0
		0.0
37.47734	-122.45022	1.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		0.0
		1.0
		0.0
		0.0
		1.0
57.2591	-134.06082	0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		0.0
29.66911	-96.26916	1.0
25.38214	-80.60789	1.0
33.27439	-88.79003	1.0
		1.0
		1.0
		1.0
48.24039	-121.81919	1.0
		1.0
		1.0
10.72302	-61.56464	1.0
		1.0
		1.0
40.4524	-79.98246	1.0
		1.0
26.08081	-98.13577	1.0
		1.0
33.3624	-111.73411	1.0
-1.42722	-48.45983	0.0
		0.0
5.10342	-52.58125	0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		1.0
		0.0
44.75453	34.54102	0.0
56.20374	16.4043	0.0
		0.0
		0.0
30.12539	-95.68803	1.0
		1.0
		1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		1.0
31.74185	-106.26041	1.0
35.27389	-120.88827	0.0
		0.0
		0.0
		1.0
		1.0
		0.0
		0.0
		1.0
		0.0
		1.0
		1.0
		0.0
		1.0
		1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
		0.0
29.31694	-103.38581	0.0
26.46056	-81.9654	0.0
		0.0
41.14775	-73.12941	0.0
		0.0
		1.0
40.77336	-73.97279	1.0
		1.0
		1.0
40.85721	-73.92339	1.0
		1.0
		1.0
		1.0
		1.0
10.5414	-66.87738	1.0
		1.0
		1.0
53.22793	-2.88569	0.0
		1.0
		1.0
		0.0
		1.0
		0.0
		1.0
		1.0
		0.0
49.88303	-119.45613	1.0
		1.0
		1.0
		1.0
36.01564	-121.25018	1.0
36.52964	-121.13783	1.0
		1.0
		1.0
26.18259	-98.37283	1.0
		0.0
		0.0
-12.05275	-77.03613	1.0
12.64218	-87.15454	0.0
33.39259	-81.96443	1.0
29.69876	-93.94917	1.0
		1.0
		0.0
		1.0
		1.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
		1.0
30.59832	-103.92586	0.0
		0.0
		1.0
		0.0
		0.0
		0.0
		0.0
42.37712	-88.03245	0.0
35.4119	-104.15322	0.0
		0.0
		0.0
		1.0
40.11	-75.86918	0.0
		1.0
		0.0
		0.0
		0.0
		1.0
		0.0
		0.0
		0.0
		1.0
		0.0
		0.0
		0.0
		0.0
		0.0
		1.0
40.60265	-74.24525	0.0
		1.0
		0.0
43.23917	-86.04363	0.0
		0.0
		1.0
33.34401	-116.36813	1.0
		1.0
		1.0
19.49928	-105.04234	0.0
		0.0
		0.0
33.52143	-111.82207	1.0
		0.0
		0.0
33.71098	-118.06139	0.0
		0.0
		1.0
		1.0
		0.0
40.8617	-73.93372	1.0
		0.0
		0.0
		0.0
38.89161	-77.04404	1.0
23.54353	-109.9752	0.0
29.76698	-107.63005	1.0
40.85016	-73.25836	0.0
40.85016	-73.25837	0.0
		1.0
41.747	-88.34899	1.0
		0.0
39.1116	-95.41517	0.0
		0.0
		1.0
28.23492	-97.27503	1.0
		0.0
37.63524	-122.15281	1.0
40.65927	-73.96717	1.0
		1.0
		0.0
		1.0
33.72871	-118.34089	0.0
		0.0
33.72871	-118.34089	0.0
		0.0
		0.0
		0.0
37.5006	-89.63925	1.0
60.74305	-135.08057	1.0
40.85017	-73.25838	0.0
31.53895	-110.76008	1.0
38.69918	-120.09155	0.0
		1.0
		1.0
		0.0
		1.0
		1.0
27.93519	-81.92691	1.0
		0.0
35.13272	-117.9442	1.0
36.0414	-96.08866	0.0
37.91726	-122.26474	1.0
49.29493	-123.13803	0.0
		0.0
		0.0
		0.0
42.82814	-117.1685	0.0
		1.0
		1.0
		1.0
45.40556	-75.52345	1.0
33.34257	-110.84038	1.0
		0.0
38.91361	-104.70195	1.0
		0.0
		0.0
		1.0
		0.0
		1.0
		0.0
		1.0
43.87872	-73.73002	1.0
		1.0
		1.0
33.33174	-84.41813	1.0
37.4738	-84.55179	0.0
		0.0
		1.0
42.3737	-84.9941	1.0
40.77522	-73.9702	1.0
		0.0
40.79514	-73.95633	1.0
49.7714	-94.87141	1.0
48.46484	-123.37372	1.0
38.43715	-122.73582	1.0
60.7162	-135.08057	1.0
33.46454	-117.70827	0.0
		1.0
		0.0
		1.0
		1.0
48.89948	-123.40925	0.0
34.74286	-114.48719	1.0
39.1117	-95.41529	0.0
		1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
53.5062	-1.03915	1.0
44.4178	-123.33078	1.0
		1.0
		0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		1.0
57.71824	11.98068	1.0
42.45798	-88.01519	1.0
		1.0
38.16021	-121.42347	1.0
		1.0
		1.0
		0.0
		0.0
		0.0
		1.0
		0.0
46.65651	-71.51469	1.0
		1.0
		1.0
		1.0
42.1466	-87.7903	1.0
46.65651	-71.51469	0.0
		0.0
		0.0
		0.0
50.26079	-117.78301	1.0
47.06381	-70.79242	1.0
44.74034	-84.66276	1.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
		1.0
		0.0
35.20979	-106.44912	0.0
35.20979	-106.44912	0.0
		0.0
		0.0
49.02303	-123.10707	1.0
43.53834	-75.36587	0.0
		0.0
		0.0
		0.0
		1.0
		1.0
46.28322	8.49069	1.0
35.79018	-106.27273	1.0
		1.0
		0.0
		0.0
42.82336	-70.81449	1.0
35.21354	-106.45001	1.0
		1.0
		1.0
		1.0
		0.0
42.73232	-70.78976	1.0
47.32182	-71.14826	1.0
		1.0
47.13841	-122.16847	1.0
		1.0
		1.0
		1.0
		0.0
31.88086	-111.00035	1.0
31.88013	-111.00175	0.0
49.86457	-119.46075	0.0
		1.0
		1.0
		1.0
42.30923	-87.95334	1.0
		1.0
		1.0
		0.0
32.02862	-109.76159	0.0
38.30257	-123.0643	0.0
		0.0
		0.0
		0.0
32.75631	-109.70364	0.0
42.08046	-70.2233	1.0
		0.0
		1.0
45.84602	-82.33154	1.0
45.04738	-74.43984	0.0
		1.0
		1.0
		1.0
		1.0
48.26863	-124.68058	1.0
		0.0
		1.0
		1.0
		0.0
		1.0
		1.0
		1.0
		1.0
44.83329	35.05875	1.0
		1.0
		0.0
		0.0
		0.0
42.27255	-71.80089	0.0
42.27255	-71.80089	0.0
40.55897	-75.9703	1.0
37.50641	-121.82092	1.0
		0.0
		0.0
35.12928	-117.943	0.0
42.70737	-84.52091	1.0
42.16874	-88.10594	1.0
		1.0
		1.0
		1.0
		1.0
45.36059	-122.64982	1.0
		1.0
		0.0
39.06782	-77.15016	1.0
		1.0
		1.0
		1.0
		1.0
		0.0
40.04045	-75.6018	0.0
		1.0
		0.0
		1.0
		0.0
		0.0
49.6023	-119.68217	0.0
		1.0
		1.0
		1.0
39.63028	-104.83626	0.0
		1.0
46.89885	-120.64203	0.0
21.57572	-97.64648	1.0
20.28063	-87.38439	0.0
		0.0
		1.0
33.53041	-117.71072	1.0
		1.0
39.04213	-74.7693	1.0
		1.0
		0.0
		1.0
17.86072	-92.13598	0.0
26.17346	-98.38446	0.0
13.85958	-89.67333	0.0
26.51452	-99.11638	1.0
40.7354	-73.99156	0.0
40.7354	-73.99156	0.0
33.97376	-116.14079	1.0
31.39171	-110.23828	1.0
40.7354	-73.99156	0.0
		0.0
		0.0
		1.0
		0.0
		0.0
		1.0
13.86175	-89.67281	0.0
		0.0
		1.0
38.96005	-87.16791	0.0
		0.0
		1.0
		1.0
31.08805	-81.40249	0.0
31.05714	-81.40712	0.0
		1.0
		0.0
		1.0
		1.0
		0.0
		0.0
		1.0
40.12369	-75.79738	1.0
40.77558	-73.97002	1.0
		1.0
		1.0
		1.0
		0.0
29.60849	-94.53448	1.0
		0.0
		1.0
		1.0
		0.0
		0.0
		1.0
39.45187	-74.4225	1.0
		1.0
		1.0
		1.0
		0.0
		0.0
25.22482	51.54236	0.0
		0.0
		1.0
		1.0
38.98944	-77.96974	0.0
		0.0
39.17953	-75.40509	1.0
		1.0
		0.0
		1.0
56.36525	-3.33984	1.0
		1.0
		1.0
33.90162	-118.42202	0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
40.57524	-73.96288	1.0
		1.0
		1.0
		0.0
		1.0
		0.0
		0.0
59.6017	-151.42078	1.0
		0.0
47.61455	-122.44692	0.0
63.93647	-21.03003	0.0
64.73518	-23.81149	0.0
		0.0
		0.0
		1.0
35.38999	-120.86364	1.0
32.92328	-117.25933	1.0
		0.0
		0.0
		1.0
		1.0
		1.0
50.9144	0.96856	0.0
42.6818	-70.74697	1.0
		1.0
		0.0
		0.0
		0.0
37.8084	-122.41651	1.0
36.96265	-122.02012	1.0
37.80987	-122.41641	1.0
36.61142	-121.89657	1.0
37.8918	-122.31365	1.0
		0.0
		0.0
38.17195	-122.95306	0.0
		0.0
		0.0
30.37804	-86.38804	1.0
10.05714	-65.05864	1.0
26.13756	-97.17553	1.0
		0.0
		0.0
		0.0
56.18397	-2.55604	0.0
		0.0
		0.0
		1.0
30.69891	-88.08056	1.0
		1.0
		0.0
		1.0
		1.0
41.16969	-8.68706	0.0
28.90875	-95.34017	1.0
32.22983	-109.82707	0.0
39.4041	-9.18491	0.0
		0.0
5.11454	-52.59602	1.0
26.13898	-97.17538	0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		1.0
		1.0
		1.0
		0.0
		0.0
		1.0
		0.0
37.45873	-122.10637	0.0
		1.0
37.45203	-121.9376	0.0
37.45904	-122.10555	1.0
56.00608	-3.51416	1.0
5.11454	-52.59602	0.0
		0.0
57.16293	17.03491	1.0
		0.0
		1.0
		1.0
		0.0
61.06346	-149.8124	1.0
		1.0
		0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		1.0
26.52759	-82.19446	1.0
42.39617	-8.70247	0.0
		0.0
		0.0
44.69746	12.17028	1.0
		1.0
35.36787	-120.86694	1.0
43.87779	-73.72968	1.0
50.14927	-117.63791	1.0
		1.0
27.98902	-81.84952	1.0
		1.0
		1.0
		0.0
		1.0
		1.0
		0.0
		1.0
		1.0
		1.0
		1.0
26.58815	-99.14932	0.0
		1.0
31.56239	-110.27063	0.0
		1.0
		0.0
		1.0
		1.0
		1.0
		1.0
		0.0
33.32981	-84.4183	1.0
		1.0
57.19731	12.15474	0.0
		0.0
35.12977	-117.94549	0.0
33.47953	-117.716	1.0
37.83721	-122.49593	1.0
		1.0
		0.0
		1.0
		1.0
34.80683	-106.89477	1.0
39.28883	-75.48691	1.0
		1.0
		1.0
32.85702	-96.68579	1.0
		1.0
		1.0
27.90099	-97.13665	1.0
37.41488	-76.71345	1.0
57.62974	11.90991	1.0
		0.0
		0.0
		0.0
		0.0
		0.0
37.34486	-80.29748	1.0
33.79725	-85.00946	1.0
		1.0
		1.0
		1.0
		0.0
		1.0
		1.0
31.86877	-109.18841	1.0
		1.0
		1.0
46.88551	-71.36453	1.0
		1.0
		1.0
43.59651	-72.48773	1.0
30.12539	-95.68803	1.0
		0.0
		0.0
		0.0
		1.0
33.70992	-117.61916	1.0
		1.0
		0.0
		0.0
60.70195	-135.05511	1.0
60.73768	-135.07141	1.0
47.32182	-71.14826	1.0
		1.0
		0.0
37.90916	-122.68288	0.0
34.90304	-120.4408	0.0
		1.0
37.52041	-79.52311	1.0
-0.54308	-77.88208	0.0
-0.54308	-77.88208	1.0
		1.0
		1.0
33.70944	-117.61654	0.0
9.83221	-83.56175	0.0
42.75659	-70.80345	0.0
		1.0
60.71029	-135.06299	1.0
		0.0
33.46066	-84.32806	1.0
29.23533	-89.99412	1.0
		1.0
		0.0
		0.0
40.75341	-73.98125	0.0
46.98798	-103.4858	0.0
41.96245	-87.63275	1.0
10.35072	-67.73895	0.0
		1.0
		1.0
13.87008	-89.65118	0.0
30.24834	-88.09197	1.0
		1.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
28.13633	-96.98666	1.0
		0.0
		1.0
48.13402	-69.26022	0.0
		1.0
		0.0
		0.0
32.11522	-104.45651	0.0
41.62818	-83.19257	1.0
		0.0
		0.0
		1.0
33.47953	-117.716	1.0
		0.0
		0.0
33.30083	-111.28773	1.0
		1.0
		1.0
		1.0
		0.0
		1.0
		1.0
36.28137	-86.53972	1.0
36.27998	-86.54178	1.0
41.96233	-87.63416	1.0
		1.0
40.77579	-73.96968	1.0
39.84407	-74.71023	1.0
33.6554	-117.83842	0.0
28.66423	-80.7635	0.0
		1.0
		1.0
		1.0
17.71402	-92.56943	0.0
		1.0
		1.0
44.67828	-71.05664	1.0
44.6783	-71.05666	1.0
		1.0
		1.0
42.48159	-89.24499	1.0
42.48251	-89.24593	1.0
42.48188	-89.24499	0.0
42.48295	-89.24239	1.0
4.64103	-74.14967	0.0
		1.0
17.47905	-91.98097	1.0
		1.0
		1.0
		1.0
26.12647	-98.12645	0.0
26.12647	-98.12645	1.0
44.08036	-91.68839	1.0
44.68358	-78.06601	1.0
		1.0
		0.0
		0.0
		1.0
		1.0
36.58617	-79.38382	1.0
28.66423	-80.7635	1.0
28.66423	-80.7635	1.0
36.58668	-79.38331	1.0
28.66423	-80.7635	1.0
		1.0
		1.0
42.48412	-89.2481	1.0
		1.0
		0.0
		0.0
		1.0
27.82944	-97.07852	0.0
41.96268	-87.63486	0.0
		1.0
40.66966	-73.96637	0.0
		1.0
		0.0
25.78588	-80.12854	1.0
33.55137	-117.71059	0.0
41.62818	-83.19257	1.0
42.48191	-89.24611	1.0
42.14617	-87.78717	1.0
		1.0
33.3625	-111.73284	1.0
		0.0
		1.0
		1.0
62.09874	-136.28284	1.0
46.74162	-71.69373	0.0
		1.0
		0.0
		1.0
		1.0
29.56185	-94.39033	1.0
		1.0
8.69585	-71.4642	0.0
42.70742	-84.52194	1.0
		0.0
32.1154	-104.45681	1.0
		0.0
		0.0
32.11522	-104.45655	1.0
33.55298	-117.71073	1.0
		1.0
18.57092	-70.12298	1.0
		1.0
		0.0
		1.0
40.11138	-77.27859	1.0
42.66462	-70.83934	0.0
42.66462	-70.83934	0.0
42.66462	-70.83934	1.0
		0.0
		0.0
42.48109	-89.24465	0.0
13.85958	-89.67333	0.0
36.58686	-103.31341	0.0
33.69912	-118.01282	0.0
		0.0
		1.0
		0.0
9.83209	-83.56163	1.0
		0.0
		0.0
		1.0
		0.0
36.30333	-84.26597	1.0
		1.0
		1.0
47.38491	8.57437	1.0
53.51204	-113.55503	1.0
		0.0
44.53755	-87.99668	1.0
44.53755	-87.99668	1.0
		1.0
26.4309	-82.05116	1.0
37.8716	-122.31182	1.0
37.87472	-122.31594	1.0
		1.0
		1.0
		1.0
40.77697	-73.97198	1.0
33.80682	-106.87654	1.0
33.27659	-88.77789	1.0
		0.0
-31.41885	-64.50125	1.0
		1.0
		1.0
		0.0
		0.0
		0.0
57.69852	11.92087	1.0
57.70548	11.80688	1.0
36.60867	-121.89061	1.0
47.20211	-122.58351	0.0
		1.0
		1.0
		1.0
32.44541	-110.78069	1.0
52.22517	5.92043	1.0
45.83322	34.92313	1.0
34.7626	-118.79625	1.0
		0.0
		0.0
		1.0
		0.0
		1.0
50.71081	-117.72297	1.0
		0.0
40.95371	-111.55251	1.0
		1.0
		0.0
		0.0
		1.0
		0.0
		0.0
		0.0
49.35577	-122.95138	0.0
		0.0
35.79294	-105.78551	1.0
		0.0
40.25816	-108.98221	1.0
48.75981	-64.17844	0.0
		1.0
47.62769	-91.63274	0.0
		1.0
		1.0
		0.0
63.72863	-149.4508	0.0
		1.0
		0.0
		0.0
		1.0
		1.0
		0.0
52.83129	-118.12551	1.0
52.83129	-118.12551	0.0
		1.0
		0.0
		0.0
		0.0
44.68721	-89.95751	1.0
		0.0
50.70668	-115.11131	0.0
49.73602	-77.65223	0.0
43.50461	-111.42815	0.0
		0.0
		1.0
40.77558	-73.97002	1.0
35.84074	-78.71107	1.0
		0.0
		1.0
43.89737	-73.74448	1.0
		1.0
44.76546	-93.19198	1.0
		1.0
		1.0
		0.0
		1.0
29.32442	-103.3762	1.0
27.86799	-97.64337	1.0
		0.0
		1.0
42.33355	-81.99944	1.0
40.97069	-76.5959	1.0
38.5197	-78.44427	1.0
		1.0
		1.0
		1.0
		1.0
38.0637	-122.8226	1.0
		1.0
		0.0
		1.0
		0.0
		1.0
		1.0
45.69823	-121.29081	1.0
		1.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
		1.0
		1.0
43.64303	-116.01631	1.0
43.64303	-116.01631	1.0
		1.0
		0.0
48.13402	-69.26022	0.0
		0.0
		1.0
37.82484	-119.066	0.0
		0.0
35.14718	-79.36929	0.0
35.14735	-79.36872	1.0
		1.0
		0.0
49.2902	-79.37828	0.0
52.88747	-118.06217	1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
		1.0
30.5981	-103.92654	1.0
34.76749	-111.89575	1.0
		1.0
29.8399	-107.4747	1.0
		0.0
		1.0
		0.0
46.85213	-113.93522	1.0
		0.0
40.34918	-105.66076	1.0
		0.0
		0.0
		0.0
		0.0
		1.0
		1.0
		0.0
		1.0
62.00606	-136.29639	1.0
		1.0
34.29349	-114.10954	0.0
33.07095	-117.10892	0.0
		1.0
42.22076	-121.78396	0.0
		1.0
		1.0
		0.0
		1.0
46.69125	-100.18578	1.0
		1.0
50.9144	0.96856	1.0
		1.0
		1.0
43.22702	-86.34127	1.0
56.13088	12.81725	1.0
59.28053	15.25855	1.0
		1.0
32.43483	-104.22116	0.0
41.28041	2.0637	1.0
37.80028	-122.25696	1.0
33.53623	-101.70489	1.0
		0.0
		1.0
38.88768	-77.03957	1.0
		0.0
		0.0
		1.0
		0.0
		1.0
		1.0
		0.0
36.42591	-87.58404	0.0
20.85723	-90.39684	0.0
41.54909	-83.85075	0.0
-20.07915	-56.62903	1.0
		1.0
26.09338	-98.25541	1.0
41.43297	2.18577	1.0
41.41579	2.15152	1.0
		1.0
33.75053	-115.82399	1.0
		1.0
34.01895	-116.16772	1.0
		1.0
49.25609	-123.06125	1.0
		1.0
-23.55832	-46.03924	1.0
		0.0
		0.0
45.41918	-71.89996	0.0
4.66729	-74.08802	1.0
4.66729	-74.08802	0.0
4.66729	-74.08802	0.0
26.12779	-97.9569	1.0
		1.0
33.66248	-117.84266	0.0
45.80595	-122.74973	0.0
		1.0
		0.0
		0.0
		1.0
38.02195	-122.14375	0.0
		0.0
		1.0
		1.0
		1.0
4.94354	-52.32033	0.0
		0.0
		1.0
		0.0
10.06944	-65.15367	1.0
33.3624	-111.73411	1.0
		1.0
37.45917	-122.10547	1.0
		1.0
37.45905	-122.10487	1.0
37.54208	-122.23305	1.0
		1.0
39.26124	-75.46302	1.0
42.21946	-87.92675	1.0
		1.0
43.62322	-88.68326	1.0
		0.0
		0.0
		1.0
		1.0
		0.0
		1.0
		0.0
		1.0
33.3624	-111.73411	1.0
		0.0
35.73551	140.83292	1.0
		1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		0.0
		1.0
40.61656	-73.82023	0.0
		0.0
		1.0
50.23797	-117.81738	1.0
		0.0
		1.0
40.73763	-73.83864	0.0
		1.0
		1.0
		1.0
		0.0
		0.0
		1.0
45.80374	-1.23014	0.0
45.83322	34.92983	1.0
		1.0
		1.0
		1.0
		0.0
		1.0
		0.0
56.36285	-120.58031	1.0
32.17281	-109.14095	1.0
29.55509	-94.37839	1.0
45.83322	34.92983	1.0
48.13402	-69.26022	1.0
28.99628	-95.22949	1.0
55.39338	13.60211	1.0
55.39336	13.602	1.0
55.78874	36.37161	1.0
55.78874	36.37161	1.0
		0.0
		1.0
		0.0
		0.0
		1.0
		1.0
42.64368	-80.80736	0.0
48.13814	-69.25335	0.0
35.23113	-75.53054	1.0
		0.0
		0.0
		0.0
		0.0
42.41372	-71.78644	1.0
49.1009	-123.18787	0.0
33.5446	-101.94485	1.0
		1.0
		0.0
		1.0
		1.0
66.03308	-14.962	1.0
32.23132	-109.82247	1.0
		1.0
37.53229	-122.07428	0.0
		0.0
		1.0
39.10509	-9.3976	0.0
34.29875	-114.103	1.0
		1.0
		1.0
		1.0
40.73763	-73.83864	1.0
		0.0
		0.0
		1.0
		0.0
40.61656	-73.82023	1.0
33.50852	-79.06835	0.0
		1.0
		0.0
		0.0
42.08782	-70.67807	0.0
		0.0
		0.0
		0.0
		0.0
		0.0
37.87083	-122.30785	1.0
		0.0
		1.0
		1.0
		0.0
		1.0
		1.0
		1.0
		1.0
36.78949	-121.78928	1.0
		1.0
37.90944	-122.333	1.0
		0.0
		0.0
35.40129	-120.86909	1.0
		1.0
		0.0
		1.0
36.7877	-121.78825	1.0
46.55974	-71.96255	1.0
30.12539	-95.68803	1.0
10.43731	-66.05579	0.0
40.73763	-73.83864	1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
		0.0
		0.0
		1.0
		1.0
8.53111	-83.30109	1.0
		1.0
		1.0
31.10439	-81.41418	1.0
		0.0
		0.0
		0.0
		1.0
		0.0
		1.0
40.85014	-73.25838	1.0
37.34484	-80.29747	1.0
42.11544	-88.16344	0.0
40.89455	-73.88972	1.0
38.97169	-77.16745	1.0
